city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng
New York,New York,NY,New York,36081,Queens,40.6943,-73.9249
Los Angeles,Los Angeles,CA,California,6037,Los Angeles,34.1141,-118.4068
Chicago,Chicago,IL,Illinois,17031,Cook,41.8375,-87.6866
Miami,Miami,FL,Florida,12086,Miami-Dade,25.784,-80.2101
Houston,Houston,TX,Texas,48201,Harris,29.786,-95.3885
Dallas,Dallas,TX,Texas,48113,Dallas,32.7935,-96.7667
Philadelphia,Philadelphia,PA,Pennsylvania,42101,Philadelphia,40.0077,-75.1339
Atlanta,Atlanta,GA,Georgia,13121,Fulton,33.7628,-84.422
Washington,Washington,DC,District of Columbia,11001,District of Columbia,38.9047,-77.0163
Boston,Boston,MA,Massachusetts,25025,Suffolk,42.3188,-71.0852
Phoenix,Phoenix,AZ,Arizona,4013,Maricopa,33.5722,-112.0892
Detroit,Detroit,MI,Michigan,26163,Wayne,42.3834,-83.1024
Seattle,Seattle,WA,Washington,53033,King,47.6211,-122.3244
San Francisco,San Francisco,CA,California,6075,San Francisco,37.7558,-122.4449
San Diego,San Diego,CA,California,6073,San Diego,32.8313,-117.1222
Minneapolis,Minneapolis,MN,Minnesota,27053,Hennepin,44.9635,-93.2678
Tampa,Tampa,FL,Florida,12057,Hillsborough,27.9945,-82.4447
Brooklyn,Brooklyn,NY,New York,36047,Kings,40.6501,-73.9496
Denver,Denver,CO,Colorado,8031,Denver,39.762,-104.8758
Queens,Queens,NY,New York,36081,Queens,40.7498,-73.7976
Riverside,Riverside,CA,California,6065,Riverside,33.9381,-117.3949
Las Vegas,Las Vegas,NV,Nevada,32003,Clark,36.2333,-115.2654
Baltimore,Baltimore,MD,Maryland,24510,Baltimore,39.3051,-76.6144
St. Louis,St. Louis,MO,Missouri,29510,St. Louis,38.6359,-90.2451
Portland,Portland,OR,Oregon,41051,Multnomah,45.5371,-122.65
San Antonio,San Antonio,TX,Texas,48029,Bexar,29.4632,-98.5238
Sacramento,Sacramento,CA,California,6067,Sacramento,38.5677,-121.4685
Austin,Austin,TX,Texas,48453,Travis,30.3005,-97.7522
Orlando,Orlando,FL,Florida,12095,Orange,28.4773,-81.337
San Juan,San Juan,PR,Puerto Rico,72127,San Juan,18.3985,-66.061
San Jose,San Jose,CA,California,6085,Santa Clara,37.3012,-121.848
Pittsburgh,Pittsburgh,PA,Pennsylvania,42003,Allegheny,40.4397,-79.9763
Indianapolis,Indianapolis,IN,Indiana,18097,Marion,39.7771,-86.1458
Manhattan,Manhattan,NY,New York,36061,New York,40.7834,-73.9662
Cincinnati,Cincinnati,OH,Ohio,39061,Hamilton,39.1413,-84.506
Kansas City,Kansas City,MO,Missouri,29095,Jackson,39.1238,-94.5541
Cleveland,Cleveland,OH,Ohio,39035,Cuyahoga,41.4764,-81.6805
Columbus,Columbus,OH,Ohio,39049,Franklin,39.9862,-82.9855
Bronx,Bronx,NY,New York,36005,Bronx,40.8501,-73.8662
Virginia Beach,Virginia Beach,VA,Virginia,51810,Virginia Beach,36.7335,-76.0435
Charlotte,Charlotte,NC,North Carolina,37119,Mecklenburg,35.2083,-80.8303
Milwaukee,Milwaukee,WI,Wisconsin,55079,Milwaukee,43.0642,-87.9675
Providence,Providence,RI,Rhode Island,44007,Providence,41.823,-71.4187
Jacksonville,Jacksonville,FL,Florida,12031,Duval,30.3322,-81.6749
Nashville,Nashville,TN,Tennessee,47037,Davidson,36.1715,-86.7842
Salt Lake City,Salt Lake City,UT,Utah,49035,Salt Lake,40.7776,-111.9311
Raleigh,Raleigh,NC,North Carolina,37183,Wake,35.8324,-78.6429
Richmond,Richmond,VA,Virginia,51760,Richmond,37.5295,-77.4756
Memphis,Memphis,TN,Tennessee,47157,Shelby,35.1087,-89.9663
Oklahoma City,Oklahoma City,OK,Oklahoma,40109,Oklahoma,35.4676,-97.5136
Hartford,Hartford,CT,Connecticut,9110,Capitol,41.7661,-72.6834
Louisville,Louisville,KY,Kentucky,21111,Jefferson,38.1663,-85.6485
Buffalo,Buffalo,NY,New York,36029,Erie,42.9018,-78.8487
New Orleans,New Orleans,LA,Louisiana,22071,Orleans,30.0687,-89.9288
Fort Worth,Fort Worth,TX,Texas,48439,Tarrant,32.7817,-97.3474
Bridgeport,Bridgeport,CT,Connecticut,9120,Greater Bridgeport,41.1918,-73.1954
Tucson,Tucson,AZ,Arizona,4019,Pima,32.1541,-110.8787
El Paso,El Paso,TX,Texas,48141,El Paso,31.8476,-106.43
Omaha,Omaha,NE,Nebraska,31055,Douglas,41.2627,-96.0529
McAllen,McAllen,TX,Texas,48215,Hidalgo,26.2252,-98.2467
Birmingham,Birmingham,AL,Alabama,1073,Jefferson,33.5279,-86.7971
Albuquerque,Albuquerque,NM,New Mexico,35001,Bernalillo,35.1054,-106.6465
Tulsa,Tulsa,OK,Oklahoma,40143,Tulsa,36.1283,-95.9042
Fresno,Fresno,CA,California,6019,Fresno,36.783,-119.7939
Charleston,Charleston,SC,South Carolina,45019,Charleston,32.8168,-79.9687
Rochester,Rochester,NY,New York,36055,Monroe,43.168,-77.6162
Dayton,Dayton,OH,Ohio,39113,Montgomery,39.7805,-84.2003
Cape Coral,Cape Coral,FL,Florida,12071,Lee,26.6443,-81.9957
Mission Viejo,Mission Viejo,CA,California,6059,Orange,33.6096,-117.6551
Colorado Springs,Colorado Springs,CO,Colorado,8041,El Paso,38.8674,-104.7605
Baton Rouge,Baton Rouge,LA,Louisiana,22033,East Baton Rouge,30.442,-91.1311
Allentown,Allentown,PA,Pennsylvania,42077,Lehigh,40.5961,-75.4756
Ogden,Ogden,UT,Utah,49057,Weber,41.2279,-111.9682
Provo,Provo,UT,Utah,49049,Utah,40.2457,-111.6457
Knoxville,Knoxville,TN,Tennessee,47093,Knox,35.9692,-83.9496
Grand Rapids,Grand Rapids,MI,Michigan,26081,Kent,42.9619,-85.6562
Columbia,Columbia,SC,South Carolina,45079,Richland,34.0378,-80.9036
Albany,Albany,NY,New York,36001,Albany,42.6664,-73.7987
Bakersfield,Bakersfield,CA,California,6029,Kern,35.3529,-119.0359
New Haven,New Haven,CT,Connecticut,9170,South Central Connecticut,41.3113,-72.9246
Des Moines,Des Moines,IA,Iowa,19153,Polk,41.5725,-93.6105
Akron,Akron,OH,Ohio,39153,Summit,41.0798,-81.5219
Palm Bay,Palm Bay,FL,Florida,12009,Brevard,27.9631,-80.6593
Concord,Concord,CA,California,6013,Contra Costa,37.9722,-122.0016
Wichita,Wichita,KS,Kansas,20173,Sedgwick,37.6895,-97.3443
Mesa,Mesa,AZ,Arizona,4013,Maricopa,33.4015,-111.7178
Harrisburg,Harrisburg,PA,Pennsylvania,42043,Dauphin,40.2752,-76.8843
Staten Island,Staten Island,NY,New York,36085,Richmond,40.5834,-74.1496
Toledo,Toledo,OH,Ohio,39095,Lucas,41.6638,-83.5827
Worcester,Worcester,MA,Massachusetts,25027,Worcester,42.2705,-71.8079
Long Beach,Long Beach,CA,California,6037,Los Angeles,33.7977,-118.167
Port St. Lucie,Port St. Lucie,FL,Florida,12111,St. Lucie,27.2796,-80.3884
Little Rock,Little Rock,AR,Arkansas,5119,Pulaski,34.7256,-92.3577
Reno,Reno,NV,Nevada,32031,Washoe,39.5497,-119.8483
Spokane,Spokane,WA,Washington,53063,Spokane,47.6671,-117.433
Madison,Madison,WI,Wisconsin,55025,Dane,43.0822,-89.393
Boise,Boise,ID,Idaho,16001,Ada,43.6005,-116.2308
Bonita Springs,Bonita Springs,FL,Florida,12071,Lee,26.3558,-81.7859
Denton,Denton,TX,Texas,48121,Denton,33.2175,-97.1418
Oakland,Oakland,CA,California,6001,Alameda,37.7904,-122.2166
Springfield,Springfield,MA,Massachusetts,25013,Hampden,42.1155,-72.5395
Augusta,Augusta,GA,Georgia,13245,Richmond,33.3645,-82.0708
Kissimmee,Kissimmee,FL,Florida,12097,Osceola,28.3041,-81.4169
Winston-Salem,Winston-Salem,NC,North Carolina,37067,Forsyth,36.1029,-80.261
Stockton,Stockton,CA,California,6077,San Joaquin,37.9765,-121.3109
Syracuse,Syracuse,NY,New York,36067,Onondaga,43.0407,-76.1437
Chattanooga,Chattanooga,TN,Tennessee,47065,Hamilton,35.066,-85.2481
Lancaster,Lancaster,PA,Pennsylvania,42071,Lancaster,40.042,-76.3012
Greenville,Greenville,SC,South Carolina,45045,Greenville,34.8354,-82.3646
Durham,Durham,NC,North Carolina,37063,Durham,35.9792,-78.9022
Pensacola,Pensacola,FL,Florida,12033,Escambia,30.4413,-87.1911
Fayetteville,Fayetteville,AR,Arkansas,5143,Washington,36.0714,-94.1661
Arlington,Arlington,TX,Texas,48439,Tarrant,32.6998,-97.125
Aurora,Aurora,CO,Colorado,8005,Arapahoe,39.7083,-104.7237
Oxnard,Oxnard,CA,California,6111,Ventura,34.1964,-119.1815
Indio,Indio,CA,California,6065,Riverside,33.7346,-116.2346
Scranton,Scranton,PA,Pennsylvania,42069,Lackawanna,41.4044,-75.6649
Victorville,Victorville,CA,California,6071,San Bernardino,34.5277,-117.3536
Trenton,Trenton,NJ,New Jersey,34021,Mercer,40.2237,-74.7641
Modesto,Modesto,CA,California,6099,Stanislaus,37.6375,-121.0028
Huntsville,Huntsville,AL,Alabama,1089,Madison,34.6981,-86.6412
Honolulu,Honolulu,HI,Hawaii,15003,Honolulu,21.3294,-157.846
Greensboro,Greensboro,NC,North Carolina,37081,Guilford,36.0956,-79.8271
Anaheim,Anaheim,CA,California,6059,Orange,33.839,-117.8574
Corpus Christi,Corpus Christi,TX,Texas,48355,Nueces,27.7254,-97.3767
Fort Wayne,Fort Wayne,IN,Indiana,18003,Allen,41.0888,-85.1436
Fort Collins,Fort Collins,CO,Colorado,8069,Larimer,40.5477,-105.0656
Jackson,Jackson,MS,Mississippi,28049,Hinds,32.3157,-90.2125
Myrtle Beach,Myrtle Beach,SC,South Carolina,45051,Horry,33.7094,-78.8844
Fayetteville,Fayetteville,NC,North Carolina,37051,Cumberland,35.085,-78.9772
Antioch,Antioch,CA,California,6013,Contra Costa,37.9787,-121.796
Lansing,Lansing,MI,Michigan,26065,Ingham,42.7142,-84.5601
Lexington,Lexington,KY,Kentucky,21067,Fayette,38.0423,-84.4587
Mobile,Mobile,AL,Alabama,1097,Mobile,30.6782,-88.1162
Youngstown,Youngstown,OH,Ohio,39099,Mahoning,41.0993,-80.6463
Henderson,Henderson,NV,Nevada,32003,Clark,36.0133,-115.0381
Savannah,Savannah,GA,Georgia,13051,Chatham,32.0286,-81.1821
Poughkeepsie,Poughkeepsie,NY,New York,36027,Dutchess,41.695,-73.9211
Santa Ana,Santa Ana,CA,California,6059,Orange,33.7367,-117.8819
Ann Arbor,Ann Arbor,MI,Michigan,26161,Washtenaw,42.2759,-83.731
St. Paul,St. Paul,MN,Minnesota,27123,Ramsey,44.9478,-93.1039
Newark,Newark,NJ,New Jersey,34013,Essex,40.7245,-74.1725
Irvine,Irvine,CA,California,6059,Orange,33.6772,-117.7738
Santa Rosa,Santa Rosa,CA,California,6097,Sonoma,38.4458,-122.7067
Canton,Canton,OH,Ohio,39151,Stark,40.8078,-81.3676
Asheville,Asheville,NC,North Carolina,37021,Buncombe,35.5707,-82.5537
Flint,Flint,MI,Michigan,26049,Genesee,43.0236,-83.6921
Winter Haven,Winter Haven,FL,Florida,12105,Polk,28.0118,-81.7014
Anchorage,Anchorage,AK,Alaska,2020,Anchorage,61.1508,-149.1091
Lincoln,Lincoln,NE,Nebraska,31109,Lancaster,40.8099,-96.6784
Concord,Concord,NC,North Carolina,37025,Cabarrus,35.3933,-80.6369
Jersey City,Jersey City,NJ,New Jersey,34017,Hudson,40.7184,-74.0686
Springfield,Springfield,MO,Missouri,29077,Greene,37.1943,-93.2916
Plano,Plano,TX,Texas,48085,Collin,33.0502,-96.7486
Shreveport,Shreveport,LA,Louisiana,22017,Caddo,32.4653,-93.7955
Davenport,Davenport,IA,Iowa,19163,Scott,41.5565,-90.6053
Lubbock,Lubbock,TX,Texas,48303,Lubbock,33.5657,-101.8879
Lakeland,Lakeland,FL,Florida,12105,Polk,28.0557,-81.9545
South Bend,South Bend,IN,Indiana,18141,St. Joseph,41.6767,-86.2696
Chula Vista,Chula Vista,CA,California,6073,San Diego,32.6281,-117.0144
Chandler,Chandler,AZ,Arizona,4013,Maricopa,33.2825,-111.8514
Rockford,Rockford,IL,Illinois,17201,Winnebago,42.2596,-89.064
Reading,Reading,PA,Pennsylvania,42011,Berks,40.34,-75.9267
Eugene,Eugene,OR,Oregon,41039,Lane,44.0564,-123.1174
Wilmington,Wilmington,NC,North Carolina,37129,New Hanover,34.2099,-77.8866
Santa Clarita,Santa Clarita,CA,California,6037,Los Angeles,34.4175,-118.4964
Gilbert,Gilbert,AZ,Arizona,4013,Maricopa,33.31,-111.7463
Salem,Salem,OR,Oregon,41047,Marion,44.9233,-123.0244
Killeen,Killeen,TX,Texas,48027,Bell,31.0753,-97.7297
Round Lake Beach,Round Lake Beach,IL,Illinois,17097,Lake,42.3791,-88.0811
Columbus,Columbus,GA,Georgia,13215,Muscogee,32.51,-84.8771
North Las Vegas,North Las Vegas,NV,Nevada,32003,Clark,36.2883,-115.0888
Kennewick,Kennewick,WA,Washington,53005,Benton,46.1978,-119.1732
St. Petersburg,St. Petersburg,FL,Florida,12103,Pinellas,27.7931,-82.6652
Tallahassee,Tallahassee,FL,Florida,12073,Leon,30.4551,-84.2527
Laredo,Laredo,TX,Texas,48479,Webb,27.5625,-99.4874
Irving,Irving,TX,Texas,48113,Dallas,32.8583,-96.9702
Peoria,Peoria,IL,Illinois,17143,Peoria,40.752,-89.6154
Montgomery,Montgomery,AL,Alabama,1101,Montgomery,32.3482,-86.2668
Chesapeake,Chesapeake,VA,Virginia,51550,Chesapeake,36.6778,-76.3023
Glendale,Glendale,AZ,Arizona,4013,Maricopa,33.5791,-112.2311
York,York,PA,Pennsylvania,42133,York,39.9651,-76.7315
Nashua,Nashua,NH,New Hampshire,33011,Hillsborough,42.7491,-71.491
Garland,Garland,TX,Texas,48113,Dallas,32.91,-96.6304
Scottsdale,Scottsdale,AZ,Arizona,4013,Maricopa,33.6872,-111.8651
Lafayette,Lafayette,LA,Louisiana,22055,Lafayette,30.2082,-92.0325
Norfolk,Norfolk,VA,Virginia,51710,Norfolk,36.8945,-76.259
Arlington,Arlington,VA,Virginia,51013,Arlington,38.8786,-77.1011
Appleton,Appleton,WI,Wisconsin,55087,Outagamie,44.278,-88.3892
Aguadilla,Aguadilla,PR,Puerto Rico,72005,Aguadilla,18.4382,-67.1537
Rock Hill,Rock Hill,SC,South Carolina,45091,York,34.9415,-81.0241
Fremont,Fremont,CA,California,6001,Alameda,37.5265,-121.9843
Fargo,Fargo,ND,North Dakota,38017,Cass,46.8651,-96.8292
Gulfport,Gulfport,MS,Mississippi,28047,Harrison,30.4274,-89.0704
Bremerton,Bremerton,WA,Washington,53035,Kitsap,47.5436,-122.7121
Green Bay,Green Bay,WI,Wisconsin,55009,Brown,44.5148,-87.9895
Enterprise,Enterprise,NV,Nevada,32003,Clark,36.0091,-115.2278
Hialeah,Hialeah,FL,Florida,12086,Miami-Dade,25.8696,-80.3045
Deltona,Deltona,FL,Florida,12127,Volusia,28.905,-81.2137
San Bernardino,San Bernardino,CA,California,6071,San Bernardino,34.1416,-117.2943
Gainesville,Gainesville,FL,Florida,12001,Alachua,29.6804,-82.3459
Spring Valley,Spring Valley,NV,Nevada,32003,Clark,36.0952,-115.2636
Tacoma,Tacoma,WA,Washington,53053,Pierce,47.2431,-122.4531
Roanoke,Roanoke,VA,Virginia,51770,Roanoke,37.2785,-79.9581
Brownsville,Brownsville,TX,Texas,48061,Cameron,25.9975,-97.458
College Station,College Station,TX,Texas,48041,Brazos,30.5852,-96.2959
Olympia,Olympia,WA,Washington,53067,Thurston,47.0417,-122.8959
Clarksville,Clarksville,TN,Tennessee,47125,Montgomery,36.5692,-87.3413
Yonkers,Yonkers,NY,New York,36119,Westchester,40.9466,-73.8673
Moreno Valley,Moreno Valley,CA,California,6065,Riverside,33.9244,-117.2045
Thousand Oaks,Thousand Oaks,CA,California,6111,Ventura,34.1914,-118.8756
Portland,Portland,ME,Maine,23005,Cumberland,43.6773,-70.2715
Fontana,Fontana,CA,California,6071,San Bernardino,34.0968,-117.4599
Hickory,Hickory,NC,North Carolina,37035,Catawba,35.741,-81.3223
Amarillo,Amarillo,TX,Texas,48375,Potter,35.1984,-101.8316
Sioux Falls,Sioux Falls,SD,South Dakota,46099,Minnehaha,43.5396,-96.7311
Evansville,Evansville,IN,Indiana,18163,Vanderburgh,37.9881,-87.5341
Huntington,Huntington,WV,West Virginia,54011,Cabell,38.4109,-82.4345
Waterbury,Waterbury,CT,Connecticut,9140,Naugatuck Valley,41.5582,-73.0361
Frisco,Frisco,TX,Texas,48085,Collin,33.156,-96.8216
Lorain,Lorain,OH,Ohio,39093,Lorain,41.4409,-82.184
Kalamazoo,Kalamazoo,MI,Michigan,26077,Kalamazoo,42.2749,-85.5882
Galveston,Galveston,TX,Texas,48167,Galveston,29.2484,-94.8913
Spartanburg,Spartanburg,SC,South Carolina,45083,Spartanburg,34.9442,-81.9251
Santa Barbara,Santa Barbara,CA,California,6083,Santa Barbara,34.4285,-119.7202
Sunrise Manor,Sunrise Manor,NV,Nevada,32003,Clark,36.1783,-115.0487
Huntington Beach,Huntington Beach,CA,California,6059,Orange,33.696,-118.0018
Grand Prairie,Grand Prairie,TX,Texas,48113,Dallas,32.6871,-97.0208
Overland Park,Overland Park,KS,Kansas,20091,Johnson,38.887,-94.687
McKinney,McKinney,TX,Texas,48085,Collin,33.2016,-96.667
Waco,Waco,TX,Texas,48309,McLennan,31.5599,-97.1882
Hagerstown,Hagerstown,MD,Maryland,24043,Washington,39.6401,-77.7217
Glendale,Glendale,CA,California,6037,Los Angeles,34.1819,-118.2468
Nampa,Nampa,ID,Idaho,16027,Canyon,43.5844,-116.5638
Peoria,Peoria,AZ,Arizona,4013,Maricopa,33.7843,-112.2989
Cedar Rapids,Cedar Rapids,IA,Iowa,19113,Linn,41.9662,-91.6783
Vancouver,Vancouver,WA,Washington,53011,Clark,45.6366,-122.5967
Paradise,Paradise,NV,Nevada,32003,Clark,36.0872,-115.1355
Ocala,Ocala,FL,Florida,12083,Marion,29.178,-82.1511
Erie,Erie,PA,Pennsylvania,42049,Erie,42.1167,-80.0733
Newport News,Newport News,VA,Virginia,51700,Newport News,37.1051,-76.5185
Frederick,Frederick,MD,Maryland,24021,Frederick,39.4337,-77.4141
Murfreesboro,Murfreesboro,TN,Tennessee,47149,Rutherford,35.849,-86.4121
Fort Lauderdale,Fort Lauderdale,FL,Florida,12011,Broward,26.1412,-80.1464
Aurora,Aurora,IL,Illinois,17089,Kane,41.7638,-88.2902
Tempe,Tempe,AZ,Arizona,4013,Maricopa,33.3881,-111.9319
Danbury,Danbury,CT,Connecticut,9190,Western Connecticut,41.4015,-73.4709
Spring Hill,Spring Hill,FL,Florida,12053,Hernando,28.4798,-82.53
Gastonia,Gastonia,NC,North Carolina,37071,Gaston,35.2494,-81.1854
Salinas,Salinas,CA,California,6053,Monterey,36.6883,-121.6317
Fredericksburg,Fredericksburg,VA,Virginia,51630,Fredericksburg,38.2992,-77.4872
Ontario,Ontario,CA,California,6071,San Bernardino,34.0393,-117.6064
Elk Grove,Elk Grove,CA,California,6067,Sacramento,38.4161,-121.3842
Gainesville,Gainesville,GA,Georgia,13139,Hall,34.2902,-83.8294
Cary,Cary,NC,North Carolina,37183,Wake,35.7819,-78.8195
Rancho Cucamonga,Rancho Cucamonga,CA,California,6071,San Bernardino,34.1247,-117.5667
Oceanside,Oceanside,CA,California,6073,San Diego,33.2247,-117.3083
Garden Grove,Garden Grove,CA,California,6059,Orange,33.7787,-117.9601
Lancaster,Lancaster,CA,California,6037,Los Angeles,34.6935,-118.1753
Hemet,Hemet,CA,California,6065,Riverside,33.7341,-116.9969
Pembroke Pines,Pembroke Pines,FL,Florida,12011,Broward,26.0128,-80.3382
Panama City,Panama City,FL,Florida,12005,Bay,30.1995,-85.6003
Vallejo,Vallejo,CA,California,6095,Solano,38.1125,-122.2342
Manchester,Manchester,NH,New Hampshire,33011,Hillsborough,42.9848,-71.4447
Medford,Medford,OR,Oregon,41029,Jackson,42.3372,-122.854
Bayamón,Bayamon,PR,Puerto Rico,72021,Bayamón,18.3794,-66.1635
Mauldin,Mauldin,SC,South Carolina,45045,Greenville,34.7821,-82.3032
Santa Cruz,Santa Cruz,CA,California,6087,Santa Cruz,36.9789,-122.0346
Palmdale,Palmdale,CA,California,6037,Los Angeles,34.5944,-118.1057
Norwich,Norwich,CT,Connecticut,9180,Southeastern Connecticut,41.5495,-72.0882
Muskegon,Muskegon,MI,Michigan,26121,Muskegon,43.2281,-86.2562
Leesburg,Leesburg,FL,Florida,12069,Lake,28.7672,-81.8962
High Point,High Point,NC,North Carolina,37081,Guilford,35.991,-79.9937
Tuscaloosa,Tuscaloosa,AL,Alabama,1125,Tuscaloosa,33.2348,-87.5268
Visalia,Visalia,CA,California,6107,Tulare,36.3276,-119.3269
Marysville,Marysville,WA,Washington,53061,Snohomish,48.0809,-122.1561
Merced,Merced,CA,California,6047,Merced,37.3057,-120.4779
Hayward,Hayward,CA,California,6001,Alameda,37.6328,-122.0766
Lafayette,Lafayette,IN,Indiana,18157,Tippecanoe,40.3991,-86.8593
Springfield,Springfield,IL,Illinois,17167,Sangamon,39.7709,-89.654
Corona,Corona,CA,California,6065,Riverside,33.8616,-117.5649
Paterson,Paterson,NJ,New Jersey,34031,Passaic,40.9147,-74.1624
Alexandria,Alexandria,VA,Virginia,51510,Alexandria,38.8185,-77.0861
Macon,Macon,GA,Georgia,13021,Bibb,32.8065,-83.6974
Binghamton,Binghamton,NY,New York,36007,Broome,42.1014,-75.9093
Lakewood,Lakewood,CO,Colorado,8059,Jefferson,39.6977,-105.1172
Kansas City,Kansas City,KS,Kansas,20209,Wyandotte,39.1235,-94.7443
Odessa,Odessa,TX,Texas,48135,Ector,31.8801,-102.3448
Sunnyvale,Sunnyvale,CA,California,6085,Santa Clara,37.3836,-122.0255
New Bedford,New Bedford,MA,Massachusetts,25005,Bristol,41.6697,-70.9428
Hollywood,Hollywood,FL,Florida,12011,Broward,26.0293,-80.1679
South Lyon,South Lyon,MI,Michigan,26125,Oakland,42.4614,-83.6526
Escondido,Escondido,CA,California,6073,San Diego,33.1348,-117.0723
Lake Charles,Lake Charles,LA,Louisiana,22019,Calcasieu,30.201,-93.2111
Pasadena,Pasadena,TX,Texas,48201,Harris,29.6575,-95.1498
Bellevue,Bellevue,WA,Washington,53033,King,47.5951,-122.1535
Joliet,Joliet,IL,Illinois,17197,Will,41.5188,-88.1499
Champaign,Champaign,IL,Illinois,17019,Champaign,40.1142,-88.2737
Pomona,Pomona,CA,California,6037,Los Angeles,34.0585,-117.7626
Fairfield,Fairfield,CA,California,6095,Solano,38.2583,-122.0335
Mesquite,Mesquite,TX,Texas,48113,Dallas,32.7602,-96.5865
Elkhart,Elkhart,IN,Indiana,18039,Elkhart,41.6916,-85.9627
Naperville,Naperville,IL,Illinois,17043,DuPage,41.748,-88.1659
St. George,St. George,UT,Utah,49053,Washington,37.0758,-113.5752
Roseville,Roseville,CA,California,6061,Placer,38.7703,-121.3196
Topeka,Topeka,KS,Kansas,20177,Shawnee,39.0346,-95.6955
Burlington,Burlington,NC,North Carolina,37001,Alamance,36.076,-79.4685
Warner Robins,Warner Robins,GA,Georgia,13153,Houston,32.5961,-83.6527
Surprise,Surprise,AZ,Arizona,4013,Maricopa,33.6815,-112.4515
Torrance,Torrance,CA,California,6037,Los Angeles,33.8346,-118.3416
Santa Maria,Santa Maria,CA,California,6083,Santa Barbara,34.9333,-120.4431
Athens,Athens,GA,Georgia,13059,Clarke,33.9508,-83.3689
Houma,Houma,LA,Louisiana,22109,Terrebonne,29.58,-90.7059
Columbia,Columbia,MO,Missouri,29019,Boone,38.9472,-92.3268
Fullerton,Fullerton,CA,California,6059,Orange,33.8841,-117.9279
Olathe,Olathe,KS,Kansas,20091,Johnson,38.8833,-94.82
Thornton,Thornton,CO,Colorado,8001,Adams,39.9197,-104.9438
Greeley,Greeley,CO,Colorado,8123,Weld,40.4152,-104.7706
Beaumont,Beaumont,TX,Texas,48245,Jefferson,30.0849,-94.1451
Las Cruces,Las Cruces,NM,New Mexico,35013,Doña Ana,32.3265,-106.7893
Midland,Midland,TX,Texas,48329,Midland,32.0243,-102.1147
Metairie,Metairie,LA,Louisiana,22051,Jefferson,29.9977,-90.178
Carolina,Carolina,PR,Puerto Rico,72031,Carolina,18.4054,-65.9792
West Valley City,West Valley City,UT,Utah,49035,Salt Lake,40.6886,-112.0123
Orange,Orange,CA,California,6059,Orange,33.8038,-117.8218
Warren,Warren,MI,Michigan,26099,Macomb,42.4934,-83.027
Grand Junction,Grand Junction,CO,Colorado,8077,Mesa,39.0877,-108.5673
Tyler,Tyler,TX,Texas,48423,Smith,32.3184,-95.3062
Pasadena,Pasadena,CA,California,6037,Los Angeles,34.1597,-118.139
Hampton,Hampton,VA,Virginia,51650,Hampton,37.0551,-76.363
Bloomington,Bloomington,IL,Illinois,17113,McLean,40.4757,-88.9703
Elizabeth,Elizabeth,NJ,New Jersey,34039,Union,40.6658,-74.1913
Stamford,Stamford,CT,Connecticut,9190,Western Connecticut,41.1039,-73.5585
Yuma,Yuma,AZ,Arizona,4027,Yuma,32.5995,-114.5491
Kent,Kent,WA,Washington,53033,King,47.3887,-122.2128
Miramar,Miramar,FL,Florida,12011,Broward,25.9773,-80.3351
Coeur d'Alene,Coeur d'Alene,ID,Idaho,16055,Kootenai,47.704,-116.7936
Coral Springs,Coral Springs,FL,Florida,12011,Broward,26.2702,-80.2591
Sterling Heights,Sterling Heights,MI,Michigan,26099,Macomb,42.5809,-83.0305
Yuba City,Yuba City,CA,California,6101,Sutter,39.1357,-121.6383
Yakima,Yakima,WA,Washington,53077,Yakima,46.5923,-120.5496
Carrollton,Carrollton,TX,Texas,48113,Dallas,32.989,-96.8999
Racine,Racine,WI,Wisconsin,55101,Racine,42.7274,-87.8135
Johnson City,Johnson City,TN,Tennessee,47179,Washington,36.3406,-82.3806
Billings,Billings,MT,Montana,30111,Yellowstone,45.7891,-108.5526
Iowa City,Iowa City,IA,Iowa,19103,Johnson,41.6559,-91.5303
Dover,Dover,DE,Delaware,10001,Kent,39.161,-75.5202
Bellingham,Bellingham,WA,Washington,53073,Whatcom,48.7548,-122.469
Charleston,Charleston,WV,West Virginia,54039,Kanawha,38.3484,-81.6322
Lynchburg,Lynchburg,VA,Virginia,51680,Lynchburg,37.4003,-79.1909
Santa Clara,Santa Clara,CA,California,6085,Santa Clara,37.3646,-121.968
Norman,Norman,OK,Oklahoma,40027,Cleveland,35.2335,-97.3471
Greenville,Greenville,NC,North Carolina,37147,Pitt,35.5943,-77.376
Simi Valley,Simi Valley,CA,California,6111,Ventura,34.2663,-118.749
Fort Smith,Fort Smith,AR,Arkansas,5131,Sebastian,35.3495,-94.3695
Abilene,Abilene,TX,Texas,48441,Taylor,32.4543,-99.7384
Arecibo,Arecibo,PR,Puerto Rico,72013,Arecibo,18.4491,-66.7387
Lewisville,Lewisville,TX,Texas,48121,Denton,33.0454,-96.9815
Pearland,Pearland,TX,Texas,48039,Brazoria,29.5581,-95.3218
Lehigh Acres,Lehigh Acres,FL,Florida,12071,Lee,26.612,-81.6388
Kenosha,Kenosha,WI,Wisconsin,55059,Kenosha,42.5865,-87.8773
Seaside,Seaside,CA,California,6053,Monterey,36.6224,-121.8199
Burlington,Burlington,VT,Vermont,50007,Chittenden,44.4876,-73.2316
Arvada,Arvada,CO,Colorado,8059,Jefferson,39.832,-105.151
